2025-06-02T16:35:07.386194+0530 | ERROR | Error fetching README for ItsArnavSh/solunox: 404 Client Error: Not Found for url: https://api.github.com/repos/ItsArnavSh/solunox/readme
2025-06-04T15:12:29.670999+0530 | INFO | Initializing embedding pipeline...
2025-06-04T15:12:59.695491+0530 | INFO | Search Engine
2025-06-04T15:12:59.696029+0530 | INFO | Search Engine
2025-06-04T15:12:59.697382+0530 | INFO | Final cleaned text: %s
2025-06-04T15:12:59.701636+0530 | INFO | Query is
2025-06-04T15:12:59.701877+0530 | INFO | keywords are: 
2025-06-04T15:12:59.702304+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:13:25.317954+0530 | INFO | Initializing embedding pipeline...
2025-06-04T15:13:47.684110+0530 | INFO | Search Engine
2025-06-04T15:13:47.684563+0530 | INFO | Search Engine
2025-06-04T15:13:47.685773+0530 | INFO | search engine
2025-06-04T15:13:47.689517+0530 | INFO | Query is
2025-06-04T15:13:47.689886+0530 | INFO | keywords are: 
2025-06-04T15:13:47.690139+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:15:22.660503+0530 | INFO | Initializing embedding pipeline...
2025-06-04T15:15:33.730187+0530 | INFO | Search Engine
2025-06-04T15:15:33.730611+0530 | INFO | Search Engine
2025-06-04T15:15:33.731583+0530 | INFO | search engine
2025-06-04T15:15:33.735797+0530 | INFO | Query is
2025-06-04T15:15:33.736378+0530 | INFO | keywords are: ['search', 'engine']
2025-06-04T15:15:33.736528+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:16:47.921739+0530 | INFO | Search Engine
2025-06-04T15:16:47.922171+0530 | INFO | Search Engine
2025-06-04T15:16:47.922627+0530 | INFO | search engine
2025-06-04T15:16:47.922744+0530 | INFO | Query is
2025-06-04T15:16:47.922836+0530 | INFO | keywords are: ['search', 'engine']
2025-06-04T15:16:47.922944+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:17:54.377217+0530 | INFO | Initializing embedding pipeline...
2025-06-04T15:18:24.056134+0530 | INFO | Initializing embedding pipeline...
2025-06-04T15:18:40.216502+0530 | INFO | Search Engine
2025-06-04T15:18:40.217179+0530 | INFO | Search Engine
2025-06-04T15:18:40.218605+0530 | INFO | search engine
2025-06-04T15:18:40.223495+0530 | INFO | Query is
2025-06-04T15:18:40.224258+0530 | INFO | keywords are: ['search', 'engine']
2025-06-04T15:18:40.224728+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:18:47.559769+0530 | INFO | Search Engine
2025-06-04T15:18:47.560274+0530 | INFO | Search Engine
2025-06-04T15:18:47.561171+0530 | INFO | search engine
2025-06-04T15:18:47.561385+0530 | INFO | Query is
2025-06-04T15:18:47.561558+0530 | INFO | keywords are: ['search', 'engine']
2025-06-04T15:18:47.561723+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:20:25.717944+0530 | INFO | Initializing embedding pipeline...
2025-06-04T15:20:55.903610+0530 | INFO | Initializing embedding pipeline...
2025-06-04T15:21:05.466279+0530 | INFO | Search Engine
2025-06-04T15:21:05.466728+0530 | INFO | Search Engine
2025-06-04T15:21:05.467765+0530 | INFO | search engine
2025-06-04T15:21:05.471243+0530 | INFO | Query is
2025-06-04T15:21:05.471514+0530 | INFO | keywords are: ['search', 'engine']
2025-06-04T15:21:05.471646+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:22:02.987628+0530 | INFO | Initializing embedding pipeline...
2025-06-04T15:22:15.556235+0530 | INFO | Search Engine
2025-06-04T15:22:15.556691+0530 | INFO | Search Engine
2025-06-04T15:22:15.557935+0530 | INFO | search engine
2025-06-04T15:22:15.562332+0530 | INFO | Query is
2025-06-04T15:22:15.562704+0530 | INFO | keywords are: ['search', 'engine']
2025-06-04T15:22:15.562863+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:22:41.377099+0530 | INFO | Initializing embedding pipeline...
2025-06-04T15:23:11.316469+0530 | INFO | Initializing embedding pipeline...
2025-06-04T15:23:34.693182+0530 | INFO | Search Engine
2025-06-04T15:23:34.693691+0530 | INFO | Search Engine
2025-06-04T15:23:34.694747+0530 | INFO | search engine
2025-06-04T15:23:34.698385+0530 | INFO | Query is
2025-06-04T15:23:34.698656+0530 | INFO | keywords are: ['search', 'engine']
2025-06-04T15:23:34.698783+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:25:26.769993+0530 | INFO | Initializing embedding pipeline...
2025-06-04T15:25:43.818273+0530 | INFO | Initializing embedding pipeline...
2025-06-04T15:26:08.547194+0530 | INFO | Search Engine
2025-06-04T15:26:08.547608+0530 | INFO | Search Engine
2025-06-04T15:26:08.548638+0530 | INFO | search engine
2025-06-04T15:26:08.552579+0530 | INFO | Query is
2025-06-04T15:26:08.552987+0530 | INFO | keywords are: ['search', 'engine']
2025-06-04T15:26:08.553170+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:51.503588+0530 | INFO | Url for readme:https://raw.githubusercontent.com/osdc/PokeArcadia/main/README.md
2025-06-04T15:27:51.974628+0530 | INFO | # PokeArcadia: A Fun Way to Learn GitHub Workflow!

Welcome to **PokeArcadia**! 🎉 This project is designed to help kids learn the basics of GitHub workflow through a fun and engaging game. You'll learn how to use GitHub features like push, pull, and more while working on a cool project.

## Table of Contents

- [Introduction](#introduction)
- [Project Structure](#project-structure)
- [How to Contribute](#how-to-contribute)
- [File Format](#file-format)
- [Getting Started](#getting-started)
- [Contributing](#contributing)
- [Licenses](#licenses)

## Introduction

PokeArcadia is a fun game where you get to work with a Pokémon-themed project. The project is divided into two main parts: the frontend and the backend. You'll be adding data to the backend, and your changes will be reflected in the frontend. Along the way, you'll get hands-on experience with GitHub by learning how to make changes, push them to GitHub, and collaborate with others.

## Project Structure

Here's a quick overview of the project structure:

PokeArcadia/<br>
 │├── frontend/ # The frontend of the game <br />
   │└── cdn/ # {inside /pokedc}The folder where you will add your .txt files <br />
     │└── README.md # This file! <br />

     
## How to Contribute

To contribute to PokeArcadia, add your own .txt file to the `pokedc/cdn/` on the [PokeDc repo](https://github.com/osdc/pokedc) folder. You can follow the instructions below to get started.

# File Format

When you add a new `.txt` file to the `pokedc/cdn/` folder, make sure it follows this format:
<br>
your_name;<br>
enrol_no;<br>
pokemon_index;<br>
message;<br>
## Examples -><br>
akshit;<br>
21480248;<br>
24;<br>
osdc>>; <br>

This file format is used to record the Pokémon ID and the name of the contributor.

## Getting Started

Here’s a step-by-step guide to get started with PokeArcadia and learn GitHub workflow:

1. **Fork the Repository:**
   - Go to the [PokeArcadia GitHub page](https://github.com/osdc/pokedc) and click the "Fork" button to create your own copy of the repository.

2. **Clone Your Fork:**
   Clone the forked repository on your account: Click on the code and then copy the link that shows up. Then go to your terminal and enter the git 
   clone command, it should look something like this:
    ```
    git clone https://github.com/your-name/pokedc.git
    ```

3. **Navigate to the Backend Folder:**
   Go to the repository directory and then to cdn directory:
    ```
    cd pokedc/cdn/
    ```

4. **Add Your File:**
      Create a file, with the name `your_enrol_no.txt`, eg. 22105251.txt
    ### File Structure of txt file:
    - your_name;
    - your_enrol_no;
    - A number for your Pokemon (between 1 and 600);
    - Text you want to display;
        
        (Add a semicolon after each line)

        eg:
        
        Arnav;

        23104173;

        151;

        Hello world!;

5. **Stage Your Changes:**
   - Add the file to the staging area:
     ```
     git add your-file.txt
     ```

6. **Config your user:**
    Config your user for this repo:
   ```
   git config user.email 'example@abc.xyz'
   git config user.name 'your-name'
   ```

7. **Commit Your Changes:**
   - Commit the changes with a meaningful message:
     ```bash
     git commit -m "Added new Pokémon entry for [Your Name]"
     ```

8. **Create a personal access token :**
     Step 1: Go to the menu button on the top-right of GitHub. <br>
   Step 2: Settings -> Developer Settings -> Personal Access Tokens -> Tokens (classic)<br>
   Step 3: Generate New Token (classic)<br>
   Step 4: Tick [✔️] the Repo option.<br>
   Step 5: generate the token and copy it (don't close the window with the token yet)
      
9. **Push Your Changes:**
   - Push the changes to your forked repository:
     ```bash
     git push origin main
     ```

10. **Authorization :**
    If a Windows GitHub login pop-up appears :<br>
        proceed with the sign-in<br>
    Else (if it asks for a username, password) :<br>
        enter your GitHub username.<br>
        enter the token you generated in {step 8} for the password.<br>
11. **Create a Pull Request:**
   - Go to the PokeArcadia GitHub page and create a pull request to merge your changes from your forked repository to the original repository.


---

Have fun contributing to PokeArcadia and learning about GitHub workflow! 🌟 If you have any questions, don’t hesitate to reach out to us. Happy Open Sorcering! 🚀



2025-06-04T15:27:51.978011+0530 | INFO | pokearcadia a fun way to learn github workflow welcome to pokearcadia this project is designed to help kids learn the basics of github workflow through a fun and engaging game youll learn how to use github features like push pull and more while working on a cool project table of contents introductionintroduction project structureprojectstructure how to contributehowtocontribute file formatfileformat getting startedgettingstarted contributingcontributing licenseslicenses introduction pokearcadia is a fun game where you get to work with a pokémonthemed project the project is divided into two main parts the frontend and the backend youll be adding data to the backend and your changes will be reflected in the frontend along the way youll get handson experience with github by learning how to make changes push them to github and collaborate with others project structure heres a quick overview of the project structure pokearcadia frontend the frontend of the game cdn inside pokedcthe folder where you will add your txt files readmemd this file how to contribute to contribute to pokearcadia add your own txt file to the pokedccdn on the pokedc repo folder you can follow the instructions below to get started file format when you add a new txt file to the pokedccdn folder make sure it follows this format yourname enrolno pokemonindex message examples akshit 21480248 24 osdc this file format is used to record the pokémon id and the name of the contributor getting started here’s a stepbystep guide to get started with pokearcadia and learn github workflow 1 fork the repository go to the pokearcadia github page and click the fork button to create your own copy of the repository 2 clone your fork clone the forked repository on your account click on the code and then copy the link that shows up then go to your terminal and enter the git clone command it should look something like this 3 navigate to the backend folder go to the repository directory and then to cdn directory 4 add your file create a file with the name yourenrolnotxt eg 22105251txt file structure of txt file yourname yourenrolno a number for your pokemon between 1 and 600 text you want to display add a semicolon after each line eg arnav 23104173 151 hello world 5 stage your changes add the file to the staging area 6 config your user config your user for this repo 7 commit your changes commit the changes with a meaningful message 8 create a personal access token step 1 go to the menu button on the topright of github step 2 settings developer settings personal access tokens tokens classic step 3 generate new token classic step 4 tick the repo option step 5 generate the token and copy it dont close the window with the token yet 9 push your changes push the changes to your forked repository 10 authorization if a windows github login popup appears proceed with the signin else if it asks for a username password enter your github username enter the token you generated in step 8 for the password 11 create a pull request go to the pokearcadia github page and create a pull request to merge your changes from your forked repository to the original repository have fun contributing to pokearcadia and learning about github workflow if you have any questions don’t hesitate to reach out to us happy open sorcering
2025-06-04T15:27:51.978323+0530 | INFO | Splitting article into chunks...
2025-06-04T15:27:51.981294+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:52.582140+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:52.705625+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:53.313151+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:53.907989+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:54.506278+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:54.622327+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:54.770295+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:54.879782+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:55.034789+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:55.254453+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:55.520358+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:55.888203+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:56.113546+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:56.241123+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:56.371650+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:56.473625+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:56.562208+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:56.635045+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:56.719165+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:56.865717+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:56.974441+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:57.545736+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:57.651017+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:57.784405+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:57.904255+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:57.984547+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:58.078013+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:58.168600+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:58.342857+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:58.587277+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:58.689474+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:27:58.818255+0530 | INFO | Chunks Upserted
2025-06-04T15:27:58.819628+0530 | INFO | Embeding done
2025-06-04T15:28:03.555351+0530 | INFO | Inverted index Complete
2025-06-04T15:28:36.904273+0530 | INFO | pokemon
2025-06-04T15:28:36.904628+0530 | INFO | pokemon
2025-06-04T15:28:36.905081+0530 | INFO | pokemon
2025-06-04T15:28:36.905193+0530 | INFO | Query is
2025-06-04T15:28:36.905320+0530 | INFO | keywords are: ['pokemon']
2025-06-04T15:28:36.905409+0530 | INFO | Generating embeddings for chunk...
2025-06-04T15:28:49.204473+0530 | INFO | search engine
2025-06-04T15:28:49.205028+0530 | INFO | search engine
2025-06-04T15:28:49.206348+0530 | INFO | search engine
2025-06-04T15:28:49.206554+0530 | INFO | Query is
2025-06-04T15:28:49.206693+0530 | INFO | keywords are: ['search', 'engine']
2025-06-04T15:28:49.206788+0530 | INFO | Generating embeddings for chunk...
